,title,star_count,review_count,attributes,address,hours,menu,phone,website,city,state,pictures
89,Country Pride,3.6,65 Google reviews,['Restaurant'],"327 Ruby Rd, Willington, CT 06279","{'Tuesday': '7AM–9PM', 'Wednesday': '7AM–9PM', 'Thursday': '7AM–9PM', 'Friday': '7AM–9PM', 'Saturday': '7AM–9PM', 'Sunday': '7AM–9PM', 'Monday': '7AM–9PM'}",,(860) 684-0499,https://www.ta-petro.com/amenities/restaurants/country-pride,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMuUg263x2c-noljMAbdMv1h6dMZH3H6uFqxqL3=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOeDjR3PR6qBwEut67D2XxjHrGtX3Y0eFFGSafu=s867-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKfTqKNMSSKwY9TVqE3_hP9bYfnBm_6Avr7GoO=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTh1tYBlI5r5BRQDd5qjpWMjcF9N6c2-tsk6ci=s1031-k-no']"
90,,,,,,,,,,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMuUg263x2c-noljMAbdMv1h6dMZH3H6uFqxqL3=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOeDjR3PR6qBwEut67D2XxjHrGtX3Y0eFFGSafu=s867-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKfTqKNMSSKwY9TVqE3_hP9bYfnBm_6Avr7GoO=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTh1tYBlI5r5BRQDd5qjpWMjcF9N6c2-tsk6ci=s1031-k-no']"
91,,,,,,,,,,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMuUg263x2c-noljMAbdMv1h6dMZH3H6uFqxqL3=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOeDjR3PR6qBwEut67D2XxjHrGtX3Y0eFFGSafu=s867-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKfTqKNMSSKwY9TVqE3_hP9bYfnBm_6Avr7GoO=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTh1tYBlI5r5BRQDd5qjpWMjcF9N6c2-tsk6ci=s1031-k-no']"
92,The North House,4.4,479 Google reviews,"['$$$', 'New American restaurant']","1 Nod Rd, Avon, CT 06001","{'Tuesday': 'Closed', 'Wednesday': '12–9PM', 'Thursday': '12–9PM', 'Friday': '12–9PM', 'Saturday': '12–9PM', 'Sunday': '12–9PM', 'Monday': 'Closed'}",https://www.opentable.com/restaurant/profile/212269?ref=1068,(860) 404-5951,http://thenorthhouse.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMr-Cjfv1lCaILcqrDtiZW36JBoeJKKSLwNWNeH=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4vR7UWnFisxq1AIGKoFOyRYamsQdqE61rqEvb=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKBSd0Pm_hewbh-4ce58Q-4VA49xsrwGDlwyex=s960-k-no']"
93,DaCapo of Avon,4.5,219 Google reviews,"['$$', 'Italian restaurant']","5 E Main St, Avon, CT 06001","{'Tuesday': '11:30AM–10PM', 'Wednesday': '11:30AM–10PM', 'Thursday': '11:30AM–10PM', 'Friday': '11:30AM–10PM', 'Saturday': '11:30AM–10PM', 'Sunday': '11:30AM–9PM', 'Monday': '11:30AM–10PM'}",https://www.opentable.com/restaurant/profile/98293?ref=1068,(860) 677-5599,http://www.dacapoavon.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipP8qPPzqFzdeUb3MSBrVOjy9-tj9PkkhRgPr4v3=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPmug5BX5WMdtxngxiZXptK6kK-zn5VCz34EV38=s744-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMbcvhfFe3Dw22c6-eenenh1Q1DNyeKxljV33xe=s1308-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNoT4eWNtmA0abplbX26eSkxMiJjWR0TUYGwsRK=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOPOMPtuhwCwj_GPd7asgIf34pxrNo9_fr5Vs9r=s744-k-no']"
94,Market Place Kitchen and Bar - Avon,4.3,365 Google reviews,"['$$', 'New American restaurant']","336 W Main St, Avon, CT 06001","{'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9:30PM', 'Thursday': '11:30AM–9:30PM', 'Friday': '11:30AM–9:30PM', 'Saturday': '11:30AM–9:30PM', 'Sunday': '11:30AM–9PM', 'Monday': '11:30AM–9:30PM'}",https://www.toasttab.com/market-place-tavern-avon-336-west-main-street/v3,(860) 470-3641,https://www.markethospitalitygroup.com/avon/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNiTfl8HD-XhjDq445szYfAJxqmUVi_allc3kBq=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNnl-Xpnyu5JPPs3b-naUQ2nqyM0_bgXxO8b9fM=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPDYLNmiy_gM_UMJDVOk7sVWvto7GCSglSwvvMD=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOIWHVKtIb93VuTkYXWfcgM1vnC2W3Dh6VxzQ7i=s1218-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMjCvKa-nZsIeh7-LwfeQvwI1m1TApk5yB74Cgz=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPs3i4L5MW3bnbgz8-mx7AvRCQ8u8Y2ZOxEF99f=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOKUuiBWuryXbSjjD_pcoGOyJ46zcPj3avgSRog=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2B4VF9w03GN5o-lSCKo8C4VXZAgIFMLzWTuPK=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNulsLwnPaiTwws1-4-wyCGY_DOv8855uITQwBX=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMSVtESKPG9nUYjiiTyMPUztPdrYESbEJROJW3k=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP1IEa_7Hj7vOpb_ZZ0d_iw_IVFaQrwsz_QAJli=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNvBPyOqN_F35-gy8TKOBv2KnPsz9FW-sYRwBs0=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOYw0kkDWkkcUveUNmku_Cyv8ZqTm0kQbjIaWCe=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPfDNbFuXHP4w5yi12SrbAPW4SHNuw1XmhFrSAT=s802-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNsQbN8Lf65eL4yjg3BP7KH1rgFnTsLjk9BwXF7=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMFPuJ14tDTzRoAWz2bmdFLygX-jfr3kW4apTpc=s773-k-no']"
95,Seasons Restaurant & Tap Room,4.5,111 Google reviews,['American restaurant'],"279 Avon Mountain Rd, Avon, CT 06001","{'Tuesday': '4–9PM', 'Wednesday': '4–9PM', 'Thursday': '4–9PM', 'Friday': '4–9PM', 'Saturday': '4–9PM', 'Sunday': '4–9PM', 'Monday': '4–9PM'}",http://www.seasonsrestaurantavon.com/view-menus/breakfast-menu/,(860) 269-0240,http://www.seasonsrestaurantavon.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNb-XauTMpAAnPfbF7OP53MRAVVflRTxeZRNU98=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOpdDbFRl3Hio0laLCsIP70vkLjFtVAvPjrTP0C=s872-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO6riyO1jQaKOQLnt9ZMZUZEXxNl1Xm21U_eEd5=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP-ICCz8fndKn-o_4V4z3idgt2BM-cWbz4VdtJQ=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNoR6SpVandY6m1LS4FaeUI2Ek3KFOKZC8dV1Ca=s872-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOegCMTR9oHw39otrxMdD-POJfl-jFBnJz485QI=s512-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMmBn1Z5abslixGMApTMwmOS5Ssl-vnQePJXeNu=s993-k-no']"
96,First & Last Tavern Avon,4.2,393 Google reviews,"['$$', 'Italian restaurant']","26 W Main St, Avon, CT 06001","{'Tuesday': '11:30AM–8:30PM', 'Wednesday': '11:30AM–8:30PM', 'Thursday': '11:30AM–8:30PM', 'Friday': '11:30AM–9PM', 'Saturday': '11:30AM–9PM', 'Sunday': '11:30AM–8:30PM', 'Monday': '11:30AM–8:30PM'}",http://www.avon.firstandlasttavern.com/menu/,(860) 676-2000,http://avon.firstandlasttavern.com/,Avon,Connecticut,['https://lh5.googleusercontent.com/p/AF1QipOshY8X2yHHnmrKeL7z7Xed9zk6Nvr6smqfcFCY=s736-k-no']
97,,,,,,,,,,Avon,Connecticut,['https://lh5.googleusercontent.com/p/AF1QipOshY8X2yHHnmrKeL7z7Xed9zk6Nvr6smqfcFCY=s736-k-no']
98,Ekkalak Thai Cuisine,4.6,73 Google reviews,['Thai restaurant'],"136 Simsbury Rd, Avon, CT 06001","{'Tuesday': '11:30AM–8PM', 'Wednesday': '11:30AM–8PM', 'Thursday': '11:30AM–8PM', 'Friday': '11:30AM–9PM', 'Saturday': '12–9PM', 'Sunday': '12–8PM', 'Monday': 'Closed'}",https://www.dineinct.com/order/restaurant/ekkalak-thai-cuisine-menu/308,(860) 470-7822,http://www.ekkalakthaicuisine.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNuHsRN83SpuY1SeDa1OGfBuSZmhIGyREMUJPAd=s610-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN1Ayb9UZP6oMnOanXqwbnlRKDjp3sBypAI--a4=s928-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMP6JC11pH4KZhmwlZfAwrj6YZm6_wWHSWAqZx5=s504-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMExYfE6tUjFQszUna9CK6qT9eWN_jvlgaJw63q=s504-k-no']"
99,Max a Mia,4.4,399 Google reviews,"['$$$', 'Italian restaurant']","70 E Main St, Avon, CT 06001","{'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9PM', 'Thursday': '11:30AM–9PM', 'Friday': '11:30AM–10PM', 'Saturday': '11:30AM–10PM', 'Sunday': '11:30AM–9PM', 'Monday': '11:30AM–9PM'}",https://maxamiaristorante.com/reservations,(860) 677-6299,http://www.maxamiaristorante.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPj-XdZT_ith40K819PdfEkD_jOlRtKrlTedkuc=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJ1husVCYpbDdaL10mUnf_NIsfnW1FUstEjrNf=s597-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPm6EXQJBxoJq0X0hUsLzyWH5zWGKlTKklFckIr=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNg9yaRJ7fhHxWHT-T21BQvvug7ZLCyT1PYYaVZ=s870-k-no']"
100,Avon Country Deli,4.3,89 Google reviews,"['$', 'Breakfast restaurant']","136 Simsbury Rd Building 11, Avon, CT 06001","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': '7AM–2PM', 'Sunday': '8AM–1PM', 'Monday': 'Closed'}",http://www.avoncountrydeli.com/menu.html,(860) 676-2866,http://www.avoncountrydeli.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOKj9c7-y4T9YF0hxmh5nmOiNiYzvCN4bvbIBve=s512-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP7FzqLl0wd3glHZ1EcVnNNzf_EY57HvjawAgzu=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4uUopitNqKWFsMVI_XzBtn1e48wj_wB0rWQPs=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTQGNWuMWluSp30cg-1UjvfG0HHsNr1HHVUlRd=s640-k-no']"
101,Hot Heaven Pizzeria,4.5,102 Google reviews,"['$$', 'Pizza restaurant']","33 US-44, Avon, CT 06001","{'Tuesday': '3–9PM', 'Wednesday': '3–9PM', 'Thursday': '3–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '4–9PM', 'Monday': 'Closed'}",http://www.hotheavenpizzaavon.com/,(860) 470-0257,http://www.hotheavenpizzaavon.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO3BnvjPYNRgRFkQvLDauYjVWXSUGie2P4xH7qU=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNrc4KPm_BVs-OxrubaR9859yZYLmpER43BvD92=s1024-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPRfPpXN299_tHqMSItDHbPts9qhEVz0zZ2NIKX=s866-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOtUed_C7d71cuxJQPB_ebDIEUpoPgML1Qr1UUU=s866-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOWByOJfPrBEpt16wJt0ReBqD-6eZPwvvrsnQZM=s1024-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNVIdXapBN3QtIjcVk9bKUtpqa_sfBN74zLLyHz=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPaWJiShX9lG1YGjTB8o3LvBSrlm0CCOXV3d07x=s866-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMmo1VBBUJFxvebu5jn0UF5GFk9fLTHJBctM0ex=s866-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMS_Hc0up_jmueEkEKLXmJlXtkCcTVoVSr-ccWI=s866-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPV4Iv9Bq8ShFMfe3PAPG2egqmw2gydIPKCiw56=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN9gWfk87ydjM-SBFZeg9c3qlMj4nDVyN0IAbH7=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO9gjizxIgo0j5mPv4Btm983NaoCvMlMwh0bMYX=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMOf8qmAPlfXpGSnP4gn4D2X2E3deLGIvmbseqi=s737-k-no']"
102,The Elephant Trail,4.6,270 Google reviews,"['$$', 'Thai restaurant']","85 E Main St, Avon, CT 06001","{'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9PM', 'Thursday': '11:30AM–9PM', 'Friday': '11:30AM–9PM', 'Saturday': '11:30AM–9PM', 'Sunday': '5–9PM', 'Monday': '11:30AM–9PM'}",https://www.grubhub.com/restaurant/the-elephant-trail-85-e-main-st-avon/1132223?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,(860) 677-0065,http://theelephanttrail.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMs_-xWhgCtzrdOtuTT8C-Ht8qKs5GlDYUPXwyI=s960-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOB9y6zzanbX2flgbW06Gzf8yeoA7_9IahU11uw=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM1FWSZeH52_NhC1-9ZH-CoSm-8FzObKeob7LL0=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMoe-iLLkB5qJ1F_VIpIi9bBqO_WgkPnw6wk6jG=s480-k-no']"
103,Amici Italian Grill,4.3,268 Google reviews,"['$$', 'Italian restaurant']","401 W Main St, Avon, CT 06001","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': 'Closed', 'Monday': '11AM–9PM'}",/search?q=amici+italian+grill+phone&ludocid=862371904383983261&sa=X&ved=2ahUKEwia5fnnr4buAhUPFVkFHfBpBwQQ6BMwCXoECAQQAg,(860) 677-7089,http://amiciitaliangrill.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM0NGHFZkWJphIjLD0_fadxoUaLCU9br7-UMAYV=s850-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBsfJ6bKBSTEaGGgZNiDhHhqMI0wfqv5w3G9k6=s1016-k-no']"
104,E&D Pizza Company,4.6,256 Google reviews,"['$$', 'Pizza restaurant']","200 W Main St, Avon, CT 06001","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–8PM', 'Monday': '11AM–9PM'}",http://www.eanddpizzacompany.com/assets/ed_pizzamenu_05_2016.pdf,(860) 255-7360,http://www.eanddpizzacompany.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipN7Un-ehHp2QB2QtnRqlMoqBTVNeEmOz4DAUQrP=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlZZCTsjR4h7-U0cropAYgbKfafJL3DuE4pHq-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPQeLl-9A2dTgAbpSdkSY9kbceHzVC9RuT_dG-D=s1354-k-no']"
105,Toasted OAT Cafe,4.9,76 Google reviews,['Breakfast restaurant'],"50 Albany Turnpike, Canton, CT 06019","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': '7AM–2PM', 'Sunday': '7AM–2PM', 'Monday': 'Closed'}",https://www.ordertoastedoat.com/,(860) 352-2818,http://toastedoatcafe.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMLF_Rznjwsd4YQ-LJ-hTzcGEnZ02BalwvUCITv=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPXQ0CGbMOJSjr2YUeGjpwSFdArFQ0LsCpbQWOb=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO538CWUnBh2QUqfzRYF4cRA3uIje_bKGeO9Xfq=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP4eeHpRqn_2qe4F_l9TCdrtXwx937OwuQ-kql_=s773-k-no']"
106,River's Edge Mediterranean Cuisine,4.8,71 Google reviews,['Mediterranean restaurant'],"210 W Main St, Avon, CT 06001","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM'}",http://riversedgemediterraneancuisine.com/,(860) 470-5720,https://www.riversedgemediterraneancuisine.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO6u7XtmFepPXeAymnytlBwlbG3Oe0MsC6oYQMI=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNcR2CSNh1YUJnplCZMVkGmvzJOmBwq96P-q2MV=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMxQpVu1GGd39FbWL7fxN0lfXQhxQLoj3o0WRjp=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN5Z_H6bW6c1lysszDjFkzwWs447euksxcW4gy3=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPy3t0Vfg7eqwDEKufCsnaNoiYrsnn11m_f-Cex=s1016-k-no']"
107,Liki Asian Bistro & Bar,4.6,197 Google reviews,['Sushi restaurant'],"385 W Main St, Avon, CT 06001","{'Tuesday': '11:30AM–10PM', 'Wednesday': '11:30AM–10PM', 'Thursday': '11:30AM–10PM', 'Friday': '11:30AM–11PM', 'Saturday': '11:30AM–11PM', 'Sunday': '12–9:30PM', 'Monday': '11:30AM–10PM'}",http://www.likiasianbistro.com/,(860) 255-7809,http://www.likiasianbistro.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMUJhxyf7ERsIsO4afDU40k5gftxq5e8SYDpL6C=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNVesndthBVKExQ39Yx5c8z-QiAjiLizBRAlIw7=s1021-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOmrkvD3yl7LBIKyxVD5j_7xDDlBrhjWlNpLIE7=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOthdLGEdSPYRv2u003CbxQ_b1Ut9Y1zX7y_Dei=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOYYAiSiV6iq26Rw6L6eSs7AsN6-g00qgY6PSBy=s960-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNpmuUspZ0rmQQ6eIE1seDh3mNvmNTq8vEFb0xD=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPNOO2IhoJ_VYGCUTrvrcP5D0RRs1_7sbjEDI9D=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPisXRsJ3oJ-6b_PRQqkYYpsBlRbDF0YyHBn14h=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOV_rX8UW6nw6EuiUEhLyeeGB0zWAkXafOzoe2E=s1354-k-no']"
108,Pure Love Bakery,4.8,75 Google reviews,['Gluten-free restaurant'],"136 Simsbury Rd #16, Avon, CT 06001","{'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': '8AM–12PM', 'Monday': '8AM–5PM'}",,(860) 409-0302,http://www.purelovebakery.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPLwAQCTPF1xYWA7Lw3WtlEX1-sib82Jg3CFSgK=s960-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgnBSGI--iFmJ7SM3xrmsT9KLCGnibqCqKwJNR=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-DMXGNjihoxsTnvs-8vbJVf2hXfj5-a1Up2-_=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPM5YhMW1YT_DbOfF9QRIvqnIusnC_5a8ogABEN=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNIMNxcKWYQm-kLAJO9W6XIO1nCPSt9QK-k_ARM=s1016-k-no']"
109,Toshi Izakaya,4.5,72 Google reviews,"['$$', 'Japanese restaurant']","136 Simsbury Rd, Avon, CT 06001","{'Tuesday': '11:30AM–8PM', 'Wednesday': '11:30AM–8PM', 'Thursday': '11:30AM–8PM', 'Friday': '11:30AM–9PM', 'Saturday': '11:30AM–9PM', 'Sunday': '11:30AM–8PM', 'Monday': 'Closed'}",https://www.toshiavon.com/news/,(860) 677-8242,http://www.toshiavon.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMmPE98ZvasyHUWyslNY-jrXhJEmKlB0brcD7Fc=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPzshUs3MCy8HgvtA5tTpkgZtUWjfETYqN0KC4x=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNuLKUJdmYJWqq4TP9c7W08gD_xDIDHWMcdQcnh=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNAtV86s1TyN16YJMEg5YgJ6PcqvMvu-x19YZPt=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMPPa4KuwtQPl3v6NXzmWN-v2iBRrRLjefMMlCo=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMV3M91HSKo2t3N7UdZUnK6modjKU8CEMslfbJk=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOpWQYR13CiO1X-c022QZnfQzQHIzUY6qUqnHwg=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOb_EUZ6Ai4ejOCxvGL9mRa97f_t2wQMO0dlxuC=s901-k-no']"
110,Avon Indian Grill,4.3,200 Google reviews,"['$$', 'Indian restaurant']","320 W Main St, Avon, CT 06001","{'Tuesday': '11:30AM–2:30PM, 4:30–9PM', 'Wednesday': '11:30AM–2:30PM, 4:30–9PM', 'Thursday': '11:30AM–2:30PM, 4:30–9PM', 'Friday': '11:30AM–2:30PM, 4:30–9PM', 'Saturday': '11:30AM–2:30PM, 4:30–9PM', 'Sunday': '11:30AM–2:30PM, 4:30–9PM', 'Monday': 'Closed'}",https://www.avonindiangrill.com/menu,(860) 284-4466,http://www.avonindiangrill.com/,Avon,Connecticut,['https://lh5.googleusercontent.com/p/AF1QipN2ifUDDnzj--u72Yl7pxfFmmxhPuW40Qkroaz0=s965-k-no']
111,Make It GF,4.9,16 Google reviews,"['$', 'Gluten-free restaurant']","50 Albany Turnpike Bldg # 1, Canton, CT 06019","{'Tuesday': '12–7PM', 'Wednesday': '12–7PM', 'Thursday': '12–7PM', 'Friday': '10AM–6PM', 'Saturday': '10AM–6PM', 'Sunday': 'Closed', 'Monday': '12–7PM'}",,(860) 693-1300,http://www.makeitgf.com/,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNGK1CbirxZvdoRnHeqDnkBC-UvIR7Es9p8cswD=s727-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZxXdHfBE66WqkerU5lw0-C4OIszeDAfTzTs08=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBqHsqgGkGSC4t-HEIQ-wIhwhP2S4dfdA0ku_Z=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNuZyRHCfzpQdTrjCxzSkwZADHq8tqx2PH440o1=s676-k-no']"
112,Pho House,4.8,48 Google reviews,['Restaurant'],"51 E Main St, Avon, CT 06001","{'Tuesday': '12AM–8PM', 'Wednesday': '12–8PM', 'Thursday': '12–8PM', 'Friday': '12–8PM', 'Saturday': '12–8PM', 'Sunday': 'Closed', 'Monday': 'Closed'}",https://phohouseoffical.wixsite.com/mysite/menu,(860) 284-1196,https://phohouseoffical.wixsite.com/mysite,Avon,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOwRUfCHRnlaTN0T1ZU28-APyqiHzGg5cD1RG_3=s942-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNjmynqA1Syi4CMIt2MYc8thwaMTRyUJsjxC6-A=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPp19KjDL2VEmvT69cb7QxK9LReLYnC0NM_P71x=s1354-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMpjDSI5fBDdvX9Yvw2rhDfNqsC5cmLAgrulYAG=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPgakiybCtvPUvZJDPINRJRFDIz_EQtcFws46oP=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNuwKSfMl3FXD4eESdNnSHNzjM8kybeMT7j_vXE=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNc3oBwgIhheNPFq-MaPwWTkjQArhnaiY9D_iYE=s812-k-no']"
